,inc1,inc2,weight
4754,Gun range/gun shop/gun show shooting,"Officer Involved Shooting - Shots fired, no injury",4.0
4755,Gun range/gun shop/gun show shooting,Accidental Shooting at a Business,121.0
4756,Gun range/gun shop/gun show shooting,Criminal act with stolen gun,2.0
4757,Gun range/gun shop/gun show shooting,Child killed self,0.0
4758,Gun range/gun shop/gun show shooting,Child picked up & fired gun,3.0
4759,Gun range/gun shop/gun show shooting,"Gun at school, no death/injury - elementary/secondary school",0.0
4760,Gun range/gun shop/gun show shooting,"Gun at school, no death/injury - university/college",0.0
4761,Gun range/gun shop/gun show shooting,Non-Aggression Incident,83.0
4762,Gun range/gun shop/gun show shooting,Defensive Use - WITHOUT a gun,0.0
4763,Gun range/gun shop/gun show shooting,Police Targeted,0.0
4764,Gun range/gun shop/gun show shooting,Defensive Use - Stand Your Ground/Castle Doctrine established,4.0
4765,Gun range/gun shop/gun show shooting,Playing with gun,2.0
4766,Gun range/gun shop/gun show shooting,Child injured by child,0.0
4767,Gun range/gun shop/gun show shooting,Officer Involved Shooting - subject/suspect/perpetrator unarmed,0.0
4768,Gun range/gun shop/gun show shooting,ShotSpotter,0.0
4769,Gun range/gun shop/gun show shooting,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,2.0
4770,Gun range/gun shop/gun show shooting,Defensive Use - Good Samaritan/Third Party,1.0
4771,Gun range/gun shop/gun show shooting,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,0.0
4772,Gun range/gun shop/gun show shooting,Child killed,1.0
4773,Gun range/gun shop/gun show shooting,Child with gun - no shots fired,0.0
4774,Gun range/gun shop/gun show shooting,Gun shop robbery or burglary,19.0
4775,Gun range/gun shop/gun show shooting,Shootout,2.0
4776,Gun range/gun shop/gun show shooting,Guns stolen from law enforcement,1.0
4777,Gun range/gun shop/gun show shooting,Defensive use - No shots fired,0.0
4778,Gun range/gun shop/gun show shooting,Officer Involved Shooting - Bystander shot,0.0
4779,Gun range/gun shop/gun show shooting,Officer Involved Shooting - Bystander killed,0.0
4780,Gun range/gun shop/gun show shooting,Child injured,3.0
4781,Gun range/gun shop/gun show shooting,Gun buy back action,0.0
4782,Gun range/gun shop/gun show shooting,Terrorism Involvement,0.0
4783,Gun range/gun shop/gun show shooting,Officer Involved Shooting - Accidental discharge - no injury required,21.0
4784,Gun range/gun shop/gun show shooting,Mistaken ID ,0.0
4785,Gun range/gun shop/gun show shooting,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
4786,Gun range/gun shop/gun show shooting,Ghost gun,0.0
4787,Gun range/gun shop/gun show shooting,Political Violence,0.0
4788,Home Invasion - subject/suspect/perpetrator killed,Home Invasion - subject/suspect/perpetrator injured,69.0
4789,Home Invasion - subject/suspect/perpetrator killed,Child Involved Incident,3.0
4790,Home Invasion - subject/suspect/perpetrator killed,Child injured self,0.0
4791,Home Invasion - subject/suspect/perpetrator killed,Suicide - Attempt,1.0
4792,Home Invasion - subject/suspect/perpetrator killed,Child killed by child,0.0
4793,Home Invasion - subject/suspect/perpetrator killed,Self-Inflicted,1.0
4794,Home Invasion - subject/suspect/perpetrator killed,School Shooting - elementary/secondary school,0.0
4795,Home Invasion - subject/suspect/perpetrator killed,Officer Involved Incident - Weapon involved but no shots fired,0.0
4796,Home Invasion - subject/suspect/perpetrator killed,"Defensive Use - Shots fired, no injury/death",0.0
4797,Home Invasion - subject/suspect/perpetrator killed,Concealed Carry License - Victim,17.0
4798,Home Invasion - subject/suspect/perpetrator killed,"Officer Involved Shooting - Shots fired, no injury",0.0
4799,Home Invasion - subject/suspect/perpetrator killed,Accidental Shooting at a Business,0.0
4800,Home Invasion - subject/suspect/perpetrator killed,Criminal act with stolen gun,9.0
4801,Home Invasion - subject/suspect/perpetrator killed,Child killed self,0.0
4802,Home Invasion - subject/suspect/perpetrator killed,Child picked up & fired gun,0.0
4803,Home Invasion - subject/suspect/perpetrator killed,"Gun at school, no death/injury - elementary/secondary school",0.0
4804,Home Invasion - subject/suspect/perpetrator killed,"Gun at school, no death/injury - university/college",0.0
4805,Home Invasion - subject/suspect/perpetrator killed,Non-Aggression Incident,0.0
4806,Home Invasion - subject/suspect/perpetrator killed,Defensive Use - WITHOUT a gun,3.0
4807,Home Invasion - subject/suspect/perpetrator killed,Police Targeted,0.0
4808,Home Invasion - subject/suspect/perpetrator killed,Defensive Use - Stand Your Ground/Castle Doctrine established,291.0
4809,Home Invasion - subject/suspect/perpetrator killed,Playing with gun,0.0
4810,Home Invasion - subject/suspect/perpetrator killed,Child injured by child,0.0
4811,Home Invasion - subject/suspect/perpetrator killed,Officer Involved Shooting - subject/suspect/perpetrator unarmed,1.0
4812,Home Invasion - subject/suspect/perpetrator killed,ShotSpotter,0.0
4813,Home Invasion - subject/suspect/perpetrator killed,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,0.0
4814,Home Invasion - subject/suspect/perpetrator killed,Defensive Use - Good Samaritan/Third Party,13.0
4815,Home Invasion - subject/suspect/perpetrator killed,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,4.0
4816,Home Invasion - subject/suspect/perpetrator killed,Child killed,1.0
4817,Home Invasion - subject/suspect/perpetrator killed,Child with gun - no shots fired,0.0
4818,Home Invasion - subject/suspect/perpetrator killed,Gun shop robbery or burglary,0.0
4819,Home Invasion - subject/suspect/perpetrator killed,Shootout,59.0
4820,Home Invasion - subject/suspect/perpetrator killed,Guns stolen from law enforcement,0.0
4821,Home Invasion - subject/suspect/perpetrator killed,Defensive use - No shots fired,1.0
4822,Home Invasion - subject/suspect/perpetrator killed,Officer Involved Shooting - Bystander shot,1.0
4823,Home Invasion - subject/suspect/perpetrator killed,Officer Involved Shooting - Bystander killed,0.0
4824,Home Invasion - subject/suspect/perpetrator killed,Child injured,1.0
4825,Home Invasion - subject/suspect/perpetrator killed,Gun buy back action,0.0
4826,Home Invasion - subject/suspect/perpetrator killed,Terrorism Involvement,0.0
4827,Home Invasion - subject/suspect/perpetrator killed,Officer Involved Shooting - Accidental discharge - no injury required,0.0
4828,Home Invasion - subject/suspect/perpetrator killed,Mistaken ID ,2.0
4829,Home Invasion - subject/suspect/perpetrator killed,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,4.0
4830,Home Invasion - subject/suspect/perpetrator killed,Ghost gun,0.0
4831,Home Invasion - subject/suspect/perpetrator killed,Political Violence,0.0
4832,Home Invasion - subject/suspect/perpetrator injured,Child Involved Incident,6.0
4833,Home Invasion - subject/suspect/perpetrator injured,Child injured self,0.0
4834,Home Invasion - subject/suspect/perpetrator injured,Suicide - Attempt,6.0
4835,Home Invasion - subject/suspect/perpetrator injured,Child killed by child,0.0
4836,Home Invasion - subject/suspect/perpetrator injured,Self-Inflicted,11.0
4837,Home Invasion - subject/suspect/perpetrator injured,School Shooting - elementary/secondary school,0.0
4838,Home Invasion - subject/suspect/perpetrator injured,Officer Involved Incident - Weapon involved but no shots fired,0.0
4839,Home Invasion - subject/suspect/perpetrator injured,"Defensive Use - Shots fired, no injury/death",1.0
4840,Home Invasion - subject/suspect/perpetrator injured,Concealed Carry License - Victim,17.0
4841,Home Invasion - subject/suspect/perpetrator injured,"Officer Involved Shooting - Shots fired, no injury",0.0
4842,Home Invasion - subject/suspect/perpetrator injured,Accidental Shooting at a Business,0.0
4843,Home Invasion - subject/suspect/perpetrator injured,Criminal act with stolen gun,12.0
4844,Home Invasion - subject/suspect/perpetrator injured,Child killed self,0.0
4845,Home Invasion - subject/suspect/perpetrator injured,Child picked up & fired gun,0.0
4846,Home Invasion - subject/suspect/perpetrator injured,"Gun at school, no death/injury - elementary/secondary school",0.0
4847,Home Invasion - subject/suspect/perpetrator injured,"Gun at school, no death/injury - university/college",0.0
4848,Home Invasion - subject/suspect/perpetrator injured,Non-Aggression Incident,0.0
4849,Home Invasion - subject/suspect/perpetrator injured,Defensive Use - WITHOUT a gun,20.0
4850,Home Invasion - subject/suspect/perpetrator injured,Police Targeted,0.0
4851,Home Invasion - subject/suspect/perpetrator injured,Defensive Use - Stand Your Ground/Castle Doctrine established,285.0
4852,Home Invasion - subject/suspect/perpetrator injured,Playing with gun,0.0
4853,Home Invasion - subject/suspect/perpetrator injured,Child injured by child,0.0
4854,Home Invasion - subject/suspect/perpetrator injured,Officer Involved Shooting - subject/suspect/perpetrator unarmed,2.0
4855,Home Invasion - subject/suspect/perpetrator injured,ShotSpotter,0.0
4856,Home Invasion - subject/suspect/perpetrator injured,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,3.0
4857,Home Invasion - subject/suspect/perpetrator injured,Defensive Use - Good Samaritan/Third Party,15.0
4858,Home Invasion - subject/suspect/perpetrator injured,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,2.0
4859,Home Invasion - subject/suspect/perpetrator injured,Child killed,1.0
4860,Home Invasion - subject/suspect/perpetrator injured,Child with gun - no shots fired,0.0
4861,Home Invasion - subject/suspect/perpetrator injured,Gun shop robbery or burglary,0.0
4862,Home Invasion - subject/suspect/perpetrator injured,Shootout,60.0
4863,Home Invasion - subject/suspect/perpetrator injured,Guns stolen from law enforcement,0.0
4864,Home Invasion - subject/suspect/perpetrator injured,Defensive use - No shots fired,1.0
4865,Home Invasion - subject/suspect/perpetrator injured,Officer Involved Shooting - Bystander shot,2.0
4866,Home Invasion - subject/suspect/perpetrator injured,Officer Involved Shooting - Bystander killed,0.0
4867,Home Invasion - subject/suspect/perpetrator injured,Child injured,2.0
4868,Home Invasion - subject/suspect/perpetrator injured,Gun buy back action,0.0
4869,Home Invasion - subject/suspect/perpetrator injured,Terrorism Involvement,0.0
4870,Home Invasion - subject/suspect/perpetrator injured,Officer Involved Shooting - Accidental discharge - no injury required,0.0
4871,Home Invasion - subject/suspect/perpetrator injured,Mistaken ID ,0.0
4872,Home Invasion - subject/suspect/perpetrator injured,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
4873,Home Invasion - subject/suspect/perpetrator injured,Ghost gun,0.0
4874,Home Invasion - subject/suspect/perpetrator injured,Political Violence,0.0
4875,Child Involved Incident,Child injured self,214.0
4876,Child Involved Incident,Suicide - Attempt,2.0
4877,Child Involved Incident,Child killed by child,88.0
4878,Child Involved Incident,Self-Inflicted,214.0
4879,Child Involved Incident,School Shooting - elementary/secondary school,19.0
4880,Child Involved Incident,Officer Involved Incident - Weapon involved but no shots fired,26.0
4881,Child Involved Incident,"Defensive Use - Shots fired, no injury/death",4.0
4882,Child Involved Incident,Concealed Carry License - Victim,6.0
4883,Child Involved Incident,"Officer Involved Shooting - Shots fired, no injury",8.0
4884,Child Involved Incident,Accidental Shooting at a Business,21.0
4885,Child Involved Incident,Criminal act with stolen gun,17.0
4886,Child Involved Incident,Child killed self,167.0
4887,Child Involved Incident,Child picked up & fired gun,607.0
4888,Child Involved Incident,"Gun at school, no death/injury - elementary/secondary school",119.0
4889,Child Involved Incident,"Gun at school, no death/injury - university/college",1.0
4890,Child Involved Incident,Non-Aggression Incident,331.0
4891,Child Involved Incident,Defensive Use - WITHOUT a gun,6.0
4892,Child Involved Incident,Police Targeted,0.0
4893,Child Involved Incident,Defensive Use - Stand Your Ground/Castle Doctrine established,4.0
4894,Child Involved Incident,Playing with gun,416.0
4895,Child Involved Incident,Child injured by child,159.0
4896,Child Involved Incident,Officer Involved Shooting - subject/suspect/perpetrator unarmed,0.0
4897,Child Involved Incident,ShotSpotter,3.0
4898,Child Involved Incident,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,13.0
4899,Child Involved Incident,Defensive Use - Good Samaritan/Third Party,4.0
4900,Child Involved Incident,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,11.0
4901,Child Involved Incident,Child killed,528.0
4902,Child Involved Incident,Child with gun - no shots fired,165.0
4903,Child Involved Incident,Gun shop robbery or burglary,0.0
4904,Child Involved Incident,Shootout,37.0
4905,Child Involved Incident,Guns stolen from law enforcement,0.0
4906,Child Involved Incident,Defensive use - No shots fired,3.0
4907,Child Involved Incident,Officer Involved Shooting - Bystander shot,7.0
4908,Child Involved Incident,Officer Involved Shooting - Bystander killed,1.0
4909,Child Involved Incident,Child injured,1036.0
4910,Child Involved Incident,Gun buy back action,0.0
4911,Child Involved Incident,Terrorism Involvement,0.0
4912,Child Involved Incident,Officer Involved Shooting - Accidental discharge - no injury required,1.0
4913,Child Involved Incident,Mistaken ID ,2.0
4914,Child Involved Incident,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
4915,Child Involved Incident,Ghost gun,2.0
4916,Child Involved Incident,Political Violence,0.0
4917,Child injured self,Suicide - Attempt,0.0
4918,Child injured self,Child killed by child,0.0
4919,Child injured self,Self-Inflicted,118.0
4920,Child injured self,School Shooting - elementary/secondary school,0.0
4921,Child injured self,Officer Involved Incident - Weapon involved but no shots fired,0.0
4922,Child injured self,"Defensive Use - Shots fired, no injury/death",0.0
4923,Child injured self,Concealed Carry License - Victim,0.0
4924,Child injured self,"Officer Involved Shooting - Shots fired, no injury",0.0
4925,Child injured self,Accidental Shooting at a Business,2.0
4926,Child injured self,Criminal act with stolen gun,0.0
4927,Child injured self,Child killed self,0.0
4928,Child injured self,Child picked up & fired gun,159.0
4929,Child injured self,"Gun at school, no death/injury - elementary/secondary school",0.0
4930,Child injured self,"Gun at school, no death/injury - university/college",0.0
4931,Child injured self,Non-Aggression Incident,63.0
4932,Child injured self,Defensive Use - WITHOUT a gun,0.0
4933,Child injured self,Police Targeted,0.0
4934,Child injured self,Defensive Use - Stand Your Ground/Castle Doctrine established,0.0
4935,Child injured self,Playing with gun,115.0
